time, fast, fast1, slow, tLine, macd, signalLine, longBool, shortBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1670258520.0, 402.08, 402.07, 402.55, 402.06, -0.25, -0.28, False, False, False, True, False, True, True, 402.1, 402.1, 402.1, 402.1, 100403.36000000007, -20105.0, 120508.36000000007
1670267580.0, 399.42, 399.4, 399.78, 399.41, -0.13, -0.22, False, False, False, True, False, True, True, 399.55, 399.55, 399.55, 399.55, 100386.86000000007, -19977.5, 120364.36000000007
1670340060.0, 396.43, 396.4, 397.24, 396.4, -0.37, -0.47, False, False, False, True, False, True, True, 396.61, 396.61, 396.61, 396.61, 100376.19000000008, -20227.11, 120603.30000000008
1670344800.0, 395.42, 395.44, 395.5, 395.4, -0.02, 0.02, False, False, True, False, False, True, True, 395.27, 395.27, 395.27, 395.27, 100346.65000000008, 20158.77, 80187.88000000008
1670345580.0, 395.45, 395.45, 395.48, 395.38, 0.02, 0.02, False, False, True, False, False, True, True, 395.41, 395.41, 395.41, 395.41, 100331.90000000008, 20165.91, 80165.99000000008
1670347620.0, 394.62, 394.6, 394.93, 394.57, -0.14, -0.2, False, False, False, True, False, True, True, 394.58, 394.58, 394.58, 394.58, 100312.56000000008, -20123.579999999998, 120436.14000000009
1670352900.0, 393.36, 393.39, 393.46, 393.35, -0.01, 0.03, False, False, True, False, False, True, True, 393.21, 393.21, 393.21, 393.21, 100280.98000000007, 20053.71, 80227.27000000008
1670357340.0, 392.86, 392.87, 392.68, 392.88, 0.15, 0.15, False, False, True, False, False, True, True, 392.8, 392.8, 392.8, 392.8, 100228.57000000007, 100164.0, 64.57000000007247
1670358360.0, 392.44, 392.42, 392.53, 392.42, -0.04, -0.04, False, False, False, True, False, True, True, 392.55, 392.55, 392.55, 392.55, 100225.79000000008, -20020.05, 120245.84000000008
1670425920.0, 393.23, 393.33, 393.32, 393.09, -0.06, -0.02, False, False, True, False, False, True, True, 392.64, 392.64, 392.64, 392.64, 100160.04000000008, 20024.64, 80135.40000000008
1670427360.0, 394.08, 394.09, 393.83, 393.99, 0.18, 0.19, False, False, True, False, False, True, True, 393.89, 393.89, 393.89, 393.89, 100113.67000000009, 20088.39, 80025.28000000009
1670427840.0, 393.8, 393.81, 393.82, 393.85, -0.02, 0.03, False, False, False, True, False, True, True, 393.78, 393.78, 393.78, 393.78, 100088.72000000009, -20082.78, 120171.50000000009
1670429340.0, 394.97, 394.99, 394.59, 394.95, 0.14, 0.22, False, False, True, False, False, True, True, 394.78, 394.78, 394.78, 394.78, 100096.92000000009, 20133.78, 79963.14000000009
1670431080.0, 392.95, 392.94, 393.54, 392.87, -0.33, -0.39, False, False, False, True, False, True, True, 393.0, 393.0, 393.0, 393.0, 100152.04000000008, -20043.0, 120195.04000000008
1670436000.0, 393.74, 393.74, 393.48, 393.78, 0.1, 0.13, False, False, True, False, False, True, True, 393.71, 393.71, 393.71, 393.71, 100167.89000000007, 20079.21, 80088.68000000008
1670439180.0, 393.62, 393.66, 393.78, 393.54, -0.12, -0.07, False, False, True, True, False, True, True, 393.45, 393.45, 393.45, 393.45, 100182.74000000008, -40131.9, 140314.64000000007
1670445120.0, 392.82, 392.77, 392.81, 392.88, 0.04, -0.06, False, False, False, False, False, False, False, 393.1, 393.1, 393.1, 393.1, 100198.59000000008, -20048.100000000002, 120246.69000000009
1670512740.0, 396.34, 396.36, 395.52, 396.34, 0.27, 0.4, False, False, True, False, False, True, True, 396.17, 396.17, 396.17, 396.17, 100196.08000000009, 20204.670000000002, 79991.41000000009
1670516880.0, 395.54, 395.54, 395.93, 395.56, -0.19, -0.25, False, False, False, True, False, True, True, 395.56, 395.56, 395.56, 395.56, 100223.1500000001, -20173.56, 120396.7100000001
1670518740.0, 396.17, 396.18, 396.11, 396.18, 0.09, 0.1, False, False, True, False, False, True, True, 396.15, 396.15, 396.15, 396.15, 100222.17000000009, 20203.649999999998, 80018.52000000009
1670523120.0, 395.95, 395.95, 395.84, 395.97, 0.08, 0.08, False, False, True, False, False, True, True, 395.93, 395.93, 395.93, 395.93, 100223.74000000008, 20192.43, 80031.31000000008
1670527140.0, 395.39, 395.37, 395.78, 395.32, -0.22, -0.29, False, False, False, True, False, True, True, 395.49, 395.49, 395.49, 395.49, 100236.02000000008, -20169.99, 120406.01000000008
1670598720.0, 395.96, 395.99, 395.87, 395.95, 0.07, 0.09, False, False, True, False, False, True, True, 395.95, 395.95, 395.95, 395.95, 100218.74000000008, 40386.9, 59831.84000000008
1670599080.0, 395.64, 395.69, 395.79, 395.61, -0.1, -0.02, False, False, True, True, False, True, True, 395.34, 395.34, 395.34, 395.34, 100237.16000000009, -40324.68, 140561.84000000008
1670617920.0, 395.59, 395.6, 395.76, 395.53, -0.11, -0.07, False, False, False, False, False, False, False, 395.49, 395.49, 395.49, 395.49, 100227.51000000008, -20169.99, 120397.50000000009
1670859240.0, 394.36, 394.38, 394.34, 394.35, 0.04, 0.05, False, False, True, False, False, True, True, 394.31, 394.31, 394.31, 394.31, 100207.68000000008, 40219.62, 59988.060000000085
1670861940.0, 395.1, 395.11, 394.82, 395.17, 0.12, 0.16, False, False, True, False, False, True, True, 395.08, 395.08, 395.08, 395.08, 100192.93000000008, 20149.079999999998, 80043.85000000008
1670869140.0, 395.37, 395.38, 395.48, 395.34, -0.06, -0.07, False, False, False, True, False, True, True, 395.34, 395.34, 395.34, 395.34, 100194.50000000009, -20162.34, 120356.84000000008
1670872680.0, 395.66, 395.65, 395.69, 395.65, -0.02, -0.02, False, False, True, True, False, True, True, 395.67, 395.67, 395.67, 395.67, 100186.91000000009, -40358.340000000004, 140545.2500000001
1670873520.0, 395.62, 395.63, 395.64, 395.59, -0.03, -0.02, False, False, True, False, False, True, True, 395.54, 395.54, 395.54, 395.54, 100168.0800000001, 20172.54, 79995.5400000001
1670945700.0, 405.93, 405.89, 406.1, 405.81, -0.55, -0.64, False, False, False, True, False, True, True, 406.13, 406.13, 406.13, 406.13, 100149.42000000011, -19900.37, 120049.79000000011
1670949060.0, 404.7, 404.65, 404.94, 404.81, 0.01, -0.05, False, False, False, True, False, True, True, 404.98, 404.98, 404.98, 404.98, 100109.92000000011, -20249.0, 120358.92000000011
1670949660.0, 404.98, 405.0, 404.99, 404.94, 0.09, 0.13, False, True, True, False, True, True, True, 404.93, 404.93, 404.93, 404.93, 100073.09000000011, 59524.71, 40548.380000000114
1670950980.0, 402.81, 402.8, 403.59, 402.65, -0.35, -0.47, False, False, False, True, False, True, True, 402.75, 402.75, 402.75, 402.75, 100164.19000000012, -19734.75, 119898.94000000012
1670953140.0, 400.38, 400.34, 401.34, 400.48, -0.29, -0.45, False, False, False, True, False, True, True, 400.68, 400.68, 400.68, 400.68, 100193.69000000012, -20034.0, 120227.69000000012
1670956560.0, 401.71, 401.71, 401.23, 401.73, 0.27, 0.35, False, False, True, False, False, True, True, 401.65, 401.65, 401.65, 401.65, 100203.19000000012, 20082.5, 80120.69000000012
1670957940.0, 401.32, 401.29, 401.28, 401.34, -0.05, -0.04, False, False, False, True, False, True, True, 401.38, 401.38, 401.38, 401.38, 100174.19000000012, -20069.0, 120243.19000000012
1670961120.0, 402.51, 402.53, 402.08, 402.51, 0.22, 0.28, False, False, True, False, False, True, True, 402.4, 402.4, 402.4, 402.4, 100153.19000000012, 20120.0, 80033.19000000012
1670962740.0, 400.89, 400.81, 401.15, 400.99, -0.1, -0.25, False, False, False, True, False, True, True, 401.39, 401.39, 401.39, 401.39, 100156.19000000012, -20069.5, 120225.69000000012
1670963520.0, 401.75, 401.65, 401.38, 402.01, 0.19, 0.06, False, False, True, False, False, True, False, 402.32, 402.32, 402.32, 402.32, 100189.19000000012, 20116.0, 80073.19000000012
1671041760.0, 404.04, 404.05, 403.99, 404.06, 0.04, 0.06, False, False, True, False, False, True, True, 404.05, 404.05, 404.05, 404.05, 100178.19000000012, 20202.5, 79975.69000000012
1671042420.0, 404.01, 404.0, 403.97, 404.01, 0.02, 0.02, False, False, True, False, False, True, True, 404.06, 404.06, 404.06, 404.06, 100182.19000000012, 20203.0, 79979.19000000012
1671045300.0, 400.78, 400.83, 402.49, 400.38, -0.9, -0.98, False, False, False, True, False, True, True, 400.36, 400.36, 400.36, 400.36, 100294.69000000012, -20018.0, 120312.69000000012
1671046980.0, 398.13, 398.28, 399.89, 398.04, -0.8, -0.92, False, False, False, True, False, True, True, 397.25, 397.25, 397.25, 397.25, 100249.85000000012, -20259.75, 120509.60000000012
1671049140.0, 401.21, 401.26, 400.43, 401.2, 0.62, 0.68, False, False, True, False, False, True, True, 400.84, 400.84, 400.84, 400.84, 100234.85000000012, 20042.0, 80192.85000000012
1671049920.0, 399.42, 399.64, 400.02, 398.89, -0.37, -0.01, False, False, False, True, False, True, False, 397.95, 397.95, 397.95, 397.95, 100320.85000000012, -19897.5, 120218.35000000012
1671120120.0, 390.91, 390.89, 391.31, 390.86, -0.11, -0.13, False, False, False, True, False, True, True, 390.98, 390.98, 390.98, 390.98, 100303.04000000012, -19939.98, 120243.02000000012
1671121260.0, 390.03, 390.03, 390.57, 390.0, -0.25, -0.28, False, False, False, True, False, True, True, 390.0, 390.0, 390.0, 390.0, 100285.23000000013, -19890.0, 120175.23000000013
1671125940.0, 389.89, 389.92, 389.76, 389.85, 0.11, 0.13, False, False, True, False, False, True, True, 389.73, 389.73, 389.73, 389.73, 100284.76000000013, 19876.23, 80408.53000000013
1671126900.0, 389.37, 389.39, 389.54, 389.28, -0.1, -0.08, False, False, True, True, False, True, True, 389.25, 389.25, 389.25, 389.25, 100292.16000000012, -40482.0, 140774.16000000012
1671136320.0, 390.33, 390.33, 389.96, 390.39, 0.17, 0.1, False, False, False, False, False, False, False, 390.37, 390.37, 390.37, 390.37, 100231.92000000011, -20299.24, 120531.16000000012
1671204540.0, 383.18, 383.21, 384.53, 383.05, -0.46, -0.46, False, False, False, True, False, True, True, 383.0, 383.0, 383.0, 383.0, 100279.84000000011, -19916.0, 120195.84000000011
1671208920.0, 382.76, 382.78, 382.79, 382.74, -0.01, 0.02, False, False, True, False, False, True, True, 382.72, 382.72, 382.72, 382.72, 100268.48000000011, 19901.440000000002, 80367.04000000011
1671210360.0, 381.79, 381.79, 382.15, 381.78, -0.17, -0.21, False, False, False, True, False, True, True, 381.8, 381.8, 381.8, 381.8, 100262.2400000001, -20235.4, 120497.64000000012
1671214080.0, 381.34, 381.35, 381.63, 381.28, -0.12, -0.14, False, False, False, True, False, True, True, 381.25, 381.25, 381.25, 381.25, 100289.3900000001, -20206.25, 120495.6400000001
1671216000.0, 381.49, 381.5, 381.5, 381.47, 0.06, 0.03, False, True, True, False, True, True, True, 381.44, 381.44, 381.44, 381.44, 100279.44000000009, 20216.32, 80063.1200000001
1671219840.0, 381.62, 381.63, 381.75, 381.58, -0.07, -0.09, False, False, False, True, False, True, True, 381.57, 381.57, 381.57, 381.57, 100289.1000000001, -20223.21, 120512.31000000008
1671221280.0, 382.62, 382.66, 382.28, 382.63, 0.15, 0.21, False, False, True, False, False, True, True, 382.45, 382.45, 382.45, 382.45, 100306.86000000009, 19887.399999999998, 80419.4600000001
1671222720.0, 384.21, 384.13, 383.4, 384.4, 0.41, 0.38, False, False, True, False, False, True, False, 384.62, 384.62, 384.62, 384.62, 100355.8200000001, 20000.24, 80355.58000000009
1671463980.0, 383.08, 383.11, 382.97, 383.11, 0.13, 0.18, False, False, True, False, False, True, True, 382.94, 382.94, 382.94, 382.94, 100339.7800000001, 19912.88, 80426.9000000001
1671466740.0, 381.65, 381.62, 381.91, 381.69, -0.12, -0.21, False, False, False, True, False, True, True, 381.84, 381.84, 381.84, 381.84, 100321.8800000001, -20237.52, 120559.40000000011
1671470400.0, 381.52, 381.51, 381.42, 381.56, 0.09, 0.09, False, False, True, False, False, True, True, 381.6, 381.6, 381.6, 381.6, 100330.39000000012, 84715.20000000001, 15615.1900000001
1671471480.0, 381.13, 381.12, 381.24, 381.12, -0.05, -0.06, False, False, False, True, False, True, True, 381.22, 381.22, 381.22, 381.22, 100326.69000000012, -20204.66, 120531.35000000012
1671472800.0, 381.4, 381.4, 381.3, 381.43, 0.03, 0.04, False, False, True, False, False, True, True, 381.41, 381.41, 381.41, 381.41, 100321.51000000011, 20214.73, 80106.78000000012
1671473700.0, 381.29, 381.27, 381.28, 381.3, 0.0, -0.01, True, False, False, True, True, True, True, 381.41, 381.41, 381.41, 381.41, 100306.26000000011, -20214.73, 120520.9900000001
1671477060.0, 379.6, 379.6, 380.12, 379.56, -0.24, -0.29, False, False, False, True, False, True, True, 379.53, 379.53, 379.53, 379.53, 100384.82000000012, -20115.09, 120499.91000000012
1671481920.0, 378.96, 378.92, 378.86, 379.03, 0.08, 0.05, False, False, True, False, False, True, True, 379.23, 379.23, 379.23, 379.23, 100396.07000000012, 20099.190000000002, 80296.88000000012
