time, fast, fast1, slow, tLine, macd, signalLine, longBool, shortBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1671049740.306129, 400.32, 400.41, 400.36, 399.96, -0.05, 0.27, False, False, False, False, False, False, False, 399.71, 399.71, 399.71, 399.71, 99408.06000000003, 19985.5, 79422.56000000003
1671049800.306129, 399.88, 400.07, 400.22, 399.37, -0.23, 0.17, False, False, False, True, False, True, False, 398.7, 398.7, 398.7, 398.7, 99407.06000000003, 0.0, 99407.06000000003
1671125340.306129, 389.65, 389.64, 389.64, 389.69, 0.03, 0.03, False, False, False, False, False, False, False, 389.7, 389.7, 389.7, 389.7, 99856.06000000003, -19485.0, 119341.06000000003
1671125580.306129, 389.9, 389.84, 389.73, 390.0, 0.14, 0.08, False, False, True, False, False, True, False, 390.23, 390.23, 390.23, 390.23, 99855.06000000003, 0.0, 99855.06000000003
1671130800.306129, 388.54, 388.5, 388.52, 388.6, 0.1, 0.03, False, False, False, False, False, False, False, 388.76, 388.76, 388.76, 388.76, 99779.09000000003, 19826.76, 79952.33000000003
1671130860.306129, 388.57, 388.54, 388.53, 388.62, 0.11, 0.05, False, False, True, False, False, True, False, 388.76, 388.76, 388.76, 388.76, 99778.09000000003, 0.0, 99778.09000000003
1671131160.306129, 388.51, 388.54, 388.53, 388.48, 0.06, 0.08, False, False, False, False, False, False, False, 388.37, 388.37, 388.37, 388.37, 99757.20000000003, 19806.87, 79950.33000000003
1671131220.306129, 388.51, 388.54, 388.53, 388.49, 0.06, 0.07, False, False, False, True, False, True, False, 388.39, 388.39, 388.39, 388.39, 99756.20000000003, 0.0, 99756.20000000003
1671136200.306129, 390.3, 390.23, 389.93, 390.36, 0.14, 0.07, False, False, False, False, False, False, False, 390.63, 390.63, 390.63, 390.63, 99640.96000000002, -19922.13, 119563.09000000003
1671202980.306129, 385.4, 385.49, 386.59, 385.29, -0.54, -0.47, False, False, False, True, False, True, False, 384.86, 384.86, 384.86, 384.86, 99639.96000000002, 0.0, 99639.96000000002
1671208680.306129, 382.85, 382.83, 382.83, 382.82, 0.05, 0.02, False, False, False, False, False, False, False, 382.9, 382.9, 382.9, 382.9, 99740.88000000002, -19910.8, 119651.68000000002
1671209100.306129, 382.56, 382.59, 382.72, 382.51, -0.1, -0.03, False, False, False, True, False, True, False, 382.44, 382.44, 382.44, 382.44, 99739.88000000002, 0.0, 99739.88000000002
1671212640.306129, 382.08, 382.13, 382.1, 382.0, 0.03, 0.09, False, False, False, False, False, False, False, 381.8, 381.8, 381.8, 381.8, 99772.16000000002, -19853.600000000002, 119625.76000000002
1671212700.306129, 382.02, 382.08, 382.09, 381.93, 0.0, 0.07, False, False, False, True, False, True, False, 381.71, 381.71, 381.71, 381.71, 99771.16000000002, 0.0, 99771.16000000002
1671215760.306129, 381.51, 381.49, 381.49, 381.57, 0.06, -0.01, False, False, False, False, False, False, False, 381.59, 381.59, 381.59, 381.59, 99776.40000000002, -19842.68, 119619.08000000002
1671215820.306129, 381.56, 381.52, 381.51, 381.62, 0.08, 0.0, False, False, True, False, False, True, False, 381.75, 381.75, 381.75, 381.75, 99775.40000000002, 0.0, 99775.40000000002
1671216000.306129, 381.49, 381.5, 381.5, 381.47, 0.06, 0.03, False, False, False, False, False, False, False, 381.44, 381.44, 381.44, 381.44, 99758.28000000003, 19834.88, 79923.40000000002
1671217860.306129, 382.08, 382.04, 381.81, 382.16, 0.18, 0.11, False, False, True, False, False, True, False, 382.28, 382.28, 382.28, 382.28, 99757.28000000003, 0.0, 99757.28000000003
1671218940.306129, 381.93, 381.95, 381.94, 381.9, -0.07, 0.01, False, False, False, False, False, False, False, 381.79, 381.79, 381.79, 381.79, 99730.80000000003, 19853.08, 79877.72000000003
1671219000.306129, 381.9, 381.92, 381.92, 381.84, -0.08, -0.01, False, False, False, True, False, True, False, 381.74, 381.74, 381.74, 381.74, 99729.80000000003, 0.0, 99729.80000000003
1671220260.306129, 381.81, 381.76, 381.78, 381.88, 0.01, -0.05, False, False, False, False, False, False, False, 382.07, 382.07, 382.07, 382.07, 99711.64000000003, -19867.64, 119579.28000000003
1671220320.306129, 381.87, 381.84, 381.8, 381.96, 0.04, -0.03, False, False, True, False, False, True, False, 382.06, 382.06, 382.06, 382.06, 99710.64000000003, 0.0, 99710.64000000003
1671222600.306129, 383.97, 383.95, 383.27, 384.14, 0.37, 0.35, False, False, False, False, False, False, False, 384.09, 384.09, 384.09, 384.09, 99815.20000000004, 19972.68, 79842.52000000003
